Region,Country,Year,Age,Gender,Literacy rate
Sub-Saharan Africa,Chad,2015,25-64,total,20.65%
Sub-Saharan Africa,Chad,2015,65+,female,0.55%
Sub-Saharan Africa,Chad,2015,65+,male,14.15%
Sub-Saharan Africa,Chad,2015,65+,total,8.31%
Sub-Saharan Africa,Chad,2016,15+,female,13.96%
Sub-Saharan Africa,Chad,2016,15+,male,31.33%
Sub-Saharan Africa,Chad,2016,15+,total,22.31%
Sub-Saharan Africa,Chad,2016,15-24,female,22.39%
Sub-Saharan Africa,Chad,2016,15-24,male,40.69%
Sub-Saharan Africa,Chad,2016,15-24,total,30.79%
Sub-Saharan Africa,Chad,2016,25-64,female,9.55%
Sub-Saharan Africa,Chad,2016,25-64,male,28.45%
Sub-Saharan Africa,Chad,2016,25-64,total,18.74%
Sub-Saharan Africa,Chad,2016,65+,female,3.19%
Sub-Saharan Africa,Chad,2016,65+,male,10.04%
Sub-Saharan Africa,Chad,2016,65+,total,7.03%
Sub-Saharan Africa,Comoros,2012,15+,female,42.64%
Sub-Saharan Africa,Comoros,2012,15+,male,56.48%
Sub-Saharan Africa,Comoros,2012,15+,total,49.20%
Sub-Saharan Africa,Comoros,2012,15-24,female,69.60%
Sub-Saharan Africa,Comoros,2012,15-24,male,73.81%
Sub-Saharan Africa,Comoros,2012,15-24,total,71.58%
Sub-Saharan Africa,Comoros,2012,25-64,female,33.34%
Sub-Saharan Africa,Comoros,2012,25-64,male,52.71%
Sub-Saharan Africa,Comoros,2012,25-64,total,42.43%
Sub-Saharan Africa,Comoros,2012,65+,female,3.14%
Sub-Saharan Africa,Comoros,2012,65+,male,21.86%
Sub-Saharan Africa,Comoros,2012,65+,total,12.77%
Sub-Saharan Africa,Comoros,2018,15+,female,52.96%
Sub-Saharan Africa,Comoros,2018,15+,male,64.64%
Sub-Saharan Africa,Comoros,2018,15+,total,58.82%
Sub-Saharan Africa,Comoros,2018,15-24,female,78.30%
Sub-Saharan Africa,Comoros,2018,15-24,male,78.24%
Sub-Saharan Africa,Comoros,2018,15-24,total,78.27%
Sub-Saharan Africa,Comoros,2018,25-64,female,44.14%
Sub-Saharan Africa,Comoros,2018,25-64,male,60.19%
Sub-Saharan Africa,Comoros,2018,25-64,total,52.19%
Sub-Saharan Africa,Comoros,2018,65+,female,5.68%
Sub-Saharan Africa,Comoros,2018,65+,male,27.87%
Sub-Saharan Africa,Comoros,2018,65+,total,15.79%
Sub-Saharan Africa,Congo,2011,15+,female,72.88%
Sub-Saharan Africa,Congo,2011,15+,male,86.43%
Sub-Saharan Africa,Congo,2011,15+,total,79.31%
Sub-Saharan Africa,Congo,2011,15-24,female,76.95%
Sub-Saharan Africa,Congo,2011,15-24,male,85.68%
Sub-Saharan Africa,Congo,2011,15-24,total,80.91%
Sub-Saharan Africa,Congo,2011,25-64,female,71.76%
Sub-Saharan Africa,Congo,2011,25-64,male,86.66%
Sub-Saharan Africa,Congo,2011,25-64,total,79.02%
Sub-Saharan Africa,Congo,2011,65+,female,61.38%
Sub-Saharan Africa,Congo,2011,65+,male,88.15%
Sub-Saharan Africa,Congo,2011,65+,total,73.08%
Sub-Saharan Africa,Congo,2018,15+,female,74.62%
Sub-Saharan Africa,Congo,2018,15+,male,86.08%
Sub-Saharan Africa,Congo,2018,15+,total,80.30%
Sub-Saharan Africa,Congo,2018,15-24,female,78.74%
Sub-Saharan Africa,Congo,2018,15-24,male,85.34%
Sub-Saharan Africa,Congo,2018,15-24,total,82.05%
Sub-Saharan Africa,Congo,2018,25-64,female,73.43%
Sub-Saharan Africa,Congo,2018,25-64,male,86.34%
Sub-Saharan Africa,Congo,2018,25-64,total,79.85%
Sub-Saharan Africa,Congo,2018,65+,female,64.07%
Sub-Saharan Africa,Congo,2018,65+,male,87.81%
Sub-Saharan Africa,Congo,2018,65+,total,74.19%
Sub-Saharan Africa,Côte d'Ivoire,2012,15+,female,30.46%
Sub-Saharan Africa,Côte d'Ivoire,2012,15+,male,51.59%
Sub-Saharan Africa,Côte d'Ivoire,2012,15+,total,40.98%
Sub-Saharan Africa,Côte d'Ivoire,2012,15-24,female,38.75%
Sub-Saharan Africa,Côte d'Ivoire,2012,15-24,male,58.33%
Sub-Saharan Africa,Côte d'Ivoire,2012,15-24,total,48.31%
Sub-Saharan Africa,Côte d'Ivoire,2012,25-64,female,27.87%
Sub-Saharan Africa,Côte d'Ivoire,2012,25-64,male,49.88%
Sub-Saharan Africa,Côte d'Ivoire,2012,25-64,total,38.89%
Sub-Saharan Africa,Côte d'Ivoire,2012,65+,female,13.57%
Sub-Saharan Africa,Côte d'Ivoire,2012,65+,male,36.24%
Sub-Saharan Africa,Côte d'Ivoire,2012,65+,total,25.25%
Sub-Saharan Africa,Côte d'Ivoire,2014,15+,female,36.78%
Sub-Saharan Africa,Côte d'Ivoire,2014,15+,male,50.70%
Sub-Saharan Africa,Côte d'Ivoire,2014,15+,total,43.91%
Sub-Saharan Africa,Côte d'Ivoire,2014,15-24,female,47.04%
Sub-Saharan Africa,Côte d'Ivoire,2014,15-24,male,59.12%
Sub-Saharan Africa,Côte d'Ivoire,2014,15-24,total,53.02%
Sub-Saharan Africa,Côte d'Ivoire,2014,25-64,female,33.24%
Sub-Saharan Africa,Côte d'Ivoire,2014,25-64,male,48.37%
Sub-Saharan Africa,Côte d'Ivoire,2014,25-64,total,41.12%
Sub-Saharan Africa,Côte d'Ivoire,2014,65+,female,10.40%
Sub-Saharan Africa,Côte d'Ivoire,2014,65+,male,25.46%
Sub-Saharan Africa,Côte d'Ivoire,2014,65+,total,17.99%
Sub-Saharan Africa,Côte d'Ivoire,2018,15+,female,40.50%
Sub-Saharan Africa,Côte d'Ivoire,2018,15+,male,53.66%
Sub-Saharan Africa,Côte d'Ivoire,2018,15+,total,47.17%
Sub-Saharan Africa,Côte d'Ivoire,2018,15-24,female,53.03%
Sub-Saharan Africa,Côte d'Ivoire,2018,15-24,male,63.84%
Sub-Saharan Africa,Côte d'Ivoire,2018,15-24,total,58.42%
Sub-Saharan Africa,Côte d'Ivoire,2018,25-64,female,35.03%
Sub-Saharan Africa,Côte d'Ivoire,2018,25-64,male,49.65%
Sub-Saharan Africa,Côte d'Ivoire,2018,25-64,total,42.48%
Sub-Saharan Africa,Côte d'Ivoire,2018,65+,female,12.98%
Sub-Saharan Africa,Côte d'Ivoire,2018,65+,male,30.84%
Sub-Saharan Africa,Côte d'Ivoire,2018,65+,total,22.41%
Sub-Saharan Africa,Democratic Republic of the Congo,2012,15+,female,62.92%
Sub-Saharan Africa,Democratic Republic of the Congo,2012,15+,male,87.91%
Sub-Saharan Africa,Democratic Republic of the Congo,2012,15+,total,75.02%
Sub-Saharan Africa,Democratic Republic of the Congo,2012,15-24,female,76.66%
Sub-Saharan Africa,Democratic Republic of the Congo,2012,15-24,male,91.05%
Sub-Saharan Africa,Democratic Republic of the Congo,2012,15-24,total,83.60%
Sub-Saharan Africa,Democratic Republic of the Congo,2012,25-64,female,59.08%
Sub-Saharan Africa,Democratic Republic of the Congo,2012,25-64,male,87.27%
Sub-Saharan Africa,Democratic Republic of the Congo,2012,25-64,total,72.74%
Sub-Saharan Africa,Democratic Republic of the Congo,2012,65+,female,20.82%
Sub-Saharan Africa,Democratic Republic of the Congo,2012,65+,male,75.62%
Sub-Saharan Africa,Democratic Republic of the Congo,2012,65+,total,47.84%
Sub-Saharan Africa,Democratic Republic of the Congo,2016,15+,female,66.50%
Sub-Saharan Africa,Democratic Republic of the Congo,2016,15+,male,88.52%
Sub-Saharan Africa,Democratic Republic of the Congo,2016,15+,total,77.04%
Sub-Saharan Africa,Democratic Republic of the Congo,2016,15-24,female,79.71%
Sub-Saharan Africa,Democratic Republic of the Congo,2016,15-24,male,90.96%
Sub-Saharan Africa,Democratic Republic of the Congo,2016,15-24,total,84.99%
Sub-Saharan Africa,Democratic Republic of the Congo,2016,25-64,female,62.72%
Sub-Saharan Africa,Democratic Republic of the Congo,2016,25-64,male,88.21%
Sub-Saharan Africa,Democratic Republic of the Congo,2016,25-64,total,75.07%
Sub-Saharan Africa,Democratic Republic of the Congo,2016,65+,female,23.32%
Sub-Saharan Africa,Democratic Republic of the Congo,2016,65+,male,75.96%
Sub-Saharan Africa,Democratic Republic of the Congo,2016,65+,total,47.97%
Sub-Saharan Africa,Equatorial Guinea,2010,15+,female,90.68%
Sub-Saharan Africa,Equatorial Guinea,2010,15+,male,97.18%
Sub-Saharan Africa,Equatorial Guinea,2010,15+,total,94.37%
Sub-Saharan Africa,Equatorial Guinea,2010,15-24,female,98.30%
Sub-Saharan Africa,Equatorial Guinea,2010,15-24,male,97.69%
Sub-Saharan Africa,Equatorial Guinea,2010,15-24,total,97.97%
Sub-Saharan Africa,Equatorial Guinea,2010,25-64,female,91.55%
Sub-Saharan Africa,Equatorial Guinea,2010,25-64,male,97.58%
Sub-Saharan Africa,Equatorial Guinea,2010,25-64,total,95.07%
Sub-Saharan Africa,Equatorial Guinea,2010,65+,female,37.72%
Sub-Saharan Africa,Equatorial Guinea,2010,65+,male,86.90%
Sub-Saharan Africa,Equatorial Guinea,2010,65+,total,61.66%
Sub-Saharan Africa,Equatorial Guinea,2014,15+,female,92.40%
Sub-Saharan Africa,Equatorial Guinea,2014,15+,male,97.29%
Sub-Saharan Africa,Equatorial Guinea,2014,15+,total,95.00%
Sub-Saharan Africa,Equatorial Guinea,2014,15-24,female,98.70%
Sub-Saharan Africa,Equatorial Guinea,2014,15-24,male,97.72%
Sub-Saharan Africa,Equatorial Guinea,2014,15-24,total,98.20%
Sub-Saharan Africa,Equatorial Guinea,2014,25-64,female,93.00%
Sub-Saharan Africa,Equatorial Guinea,2014,25-64,male,97.58%
Sub-Saharan Africa,Equatorial Guinea,2014,25-64,total,95.40%
Sub-Saharan Africa,Equatorial Guinea,2014,65+,female,42.30%
Sub-Saharan Africa,Equatorial Guinea,2014,65+,male,90.49%
Sub-Saharan Africa,Equatorial Guinea,2014,65+,total,67.20%
Sub-Saharan Africa,Eritrea,2018,15+,female,68.95%
Sub-Saharan Africa,Eritrea,2018,15+,male,84.37%
Sub-Saharan Africa,Eritrea,2018,15+,total,76.57%
Sub-Saharan Africa,Eritrea,2018,15-24,female,92.71%
Sub-Saharan Africa,Eritrea,2018,15-24,male,93.82%
Sub-Saharan Africa,Eritrea,2018,15-24,total,93.27%
Sub-Saharan Africa,Eritrea,2018,25-64,female,64.31%
Sub-Saharan Africa,Eritrea,2018,25-64,male,84.04%
Sub-Saharan Africa,Eritrea,2018,25-64,total,74.08%
Sub-Saharan Africa,Eritrea,2018,65+,female,17.39%
Sub-Saharan Africa,Eritrea,2018,65+,male,43.89%
Sub-Saharan Africa,Eritrea,2018,65+,total,29.11%
Sub-Saharan Africa,Ethiopia,2017,15+,female,44.42%
Sub-Saharan Africa,Ethiopia,2017,15+,male,59.24%
Sub-Saharan Africa,Ethiopia,2017,15+,total,51.77%
Sub-Saharan Africa,Ethiopia,2017,15-24,female,71.97%
Sub-Saharan Africa,Ethiopia,2017,15-24,male,73.52%
Sub-Saharan Africa,Ethiopia,2017,15-24,total,72.75%
Sub-Saharan Africa,Ethiopia,2017,25-64,female,31.15%
Sub-Saharan Africa,Ethiopia,2017,25-64,male,53.27%
Sub-Saharan Africa,Ethiopia,2017,25-64,total,42.06%
Sub-Saharan Africa,Ethiopia,2017,65+,female,7.74%
Sub-Saharan Africa,Ethiopia,2017,65+,male,23.87%
Sub-Saharan Africa,Ethiopia,2017,65+,total,15.22%
Sub-Saharan Africa,Gabon,2012,15+,female,79.88%
Sub-Saharan Africa,Gabon,2012,15+,male,84.87%
Sub-Saharan Africa,Gabon,2012,15+,total,82.28%
Sub-Saharan Africa,Gabon,2012,15-24,female,89.43%
Sub-Saharan Africa,Gabon,2012,15-24,male,87.39%
Sub-Saharan Africa,Gabon,2012,15-24,total,88.50%
Sub-Saharan Africa,Gabon,2012,25-64,female,78.73%
Sub-Saharan Africa,Gabon,2012,25-64,male,84.32%
Sub-Saharan Africa,Gabon,2012,25-64,total,81.55%
Sub-Saharan Africa,Gabon,2012,65+,female,49.58%
Sub-Saharan Africa,Gabon,2012,65+,male,78.21%
Sub-Saharan Africa,Gabon,2012,65+,total,60.56%
Sub-Saharan Africa,Gabon,2018,15+,female,83.42%
Sub-Saharan Africa,Gabon,2018,15+,male,85.85%
Sub-Saharan Africa,Gabon,2018,15+,total,84.67%
Sub-Saharan Africa,Gabon,2018,15-24,female,91.45%
Sub-Saharan Africa,Gabon,2018,15-24,male,88.14%
Sub-Saharan Africa,Gabon,2018,15-24,total,89.78%
Sub-Saharan Africa,Gabon,2018,25-64,female,82.64%
Sub-Saharan Africa,Gabon,2018,25-64,male,85.38%
Sub-Saharan Africa,Gabon,2018,25-64,total,84.07%
Sub-Saharan Africa,Gabon,2018,65+,female,56.74%
Sub-Saharan Africa,Gabon,2018,65+,male,79.69%
Sub-Saharan Africa,Gabon,2018,65+,total,66.85%
Sub-Saharan Africa,Gambia,2013,15+,female,33.58%
Sub-Saharan Africa,Gambia,2013,15+,male,51.42%
Sub-Saharan Africa,Gambia,2013,15+,total,41.95%
Sub-Saharan Africa,Gambia,2013,15-24,female,56.12%
Sub-Saharan Africa,Gambia,2013,15-24,male,65.98%
Sub-Saharan Africa,Gambia,2013,15-24,total,60.78%
Sub-Saharan Africa,Gambia,2013,25-64,female,23.81%
Sub-Saharan Africa,Gambia,2013,25-64,male,46.83%
Sub-Saharan Africa,Gambia,2013,25-64,total,34.46%
Sub-Saharan Africa,Gambia,2013,65+,female,1.60%
Sub-Saharan Africa,Gambia,2013,65+,male,18.75%
Sub-Saharan Africa,Gambia,2013,65+,total,10.38%
Sub-Saharan Africa,Gambia,2015,15+,female,41.58%
Sub-Saharan Africa,Gambia,2015,15+,male,61.77%
Sub-Saharan Africa,Gambia,2015,15+,total,50.78%
Sub-Saharan Africa,Gambia,2015,15-24,female,64.45%
Sub-Saharan Africa,Gambia,2015,15-24,male,70.74%
Sub-Saharan Africa,Gambia,2015,15-24,total,67.16%
Sub-Saharan Africa,Gambia,2015,25-64,female,29.95%
Sub-Saharan Africa,Gambia,2015,25-64,male,59.03%
Sub-Saharan Africa,Gambia,2015,25-64,total,43.47%
Sub-Saharan Africa,Gambia,2015,65+,female,8.64%
Sub-Saharan Africa,Gambia,2015,65+,male,39.40%
Sub-Saharan Africa,Gambia,2015,65+,total,24.50%
Sub-Saharan Africa,Ghana,2010,15+,female,65.29%
Sub-Saharan Africa,Ghana,2010,15+,male,78.35%
Sub-Saharan Africa,Ghana,2010,15+,total,71.50%
Sub-Saharan Africa,Ghana,2010,15-24,female,83.23%
Sub-Saharan Africa,Ghana,2010,15-24,male,88.31%
Sub-Saharan Africa,Ghana,2010,15-24,total,85.72%
Sub-Saharan Africa,Ghana,2010,25-64,female,61.70%
Sub-Saharan Africa,Ghana,2010,25-64,male,76.02%
Sub-Saharan Africa,Ghana,2010,25-64,total,68.49%
Sub-Saharan Africa,Ghana,2010,65+,female,23.42%
Sub-Saharan Africa,Ghana,2010,65+,male,50.31%
Sub-Saharan Africa,Ghana,2010,65+,total,34.89%
Sub-Saharan Africa,Ghana,2018,15+,female,74.47%
Sub-Saharan Africa,Ghana,2018,15+,male,83.52%
Sub-Saharan Africa,Ghana,2018,15+,total,79.04%
Sub-Saharan Africa,Ghana,2018,15-24,female,92.21%
Sub-Saharan Africa,Ghana,2018,15-24,male,92.76%
Sub-Saharan Africa,Ghana,2018,15-24,total,92.49%
Sub-Saharan Africa,Ghana,2018,25-64,female,68.91%
Sub-Saharan Africa,Ghana,2018,25-64,male,80.26%
Sub-Saharan Africa,Ghana,2018,25-64,total,74.64%
Sub-Saharan Africa,Ghana,2018,65+,female,39.01%
Sub-Saharan Africa,Ghana,2018,65+,male,64.97%
Sub-Saharan Africa,Ghana,2018,65+,total,50.93%
Sub-Saharan Africa,Guinea,2010,15+,female,12.19%
Sub-Saharan Africa,Guinea,2010,15+,male,36.79%
Sub-Saharan Africa,Guinea,2010,15+,total,25.31%
Sub-Saharan Africa,Guinea,2010,15-24,female,21.80%
Sub-Saharan Africa,Guinea,2010,15-24,male,37.57%
Sub-Saharan Africa,Guinea,2010,15-24,total,31.41%
Sub-Saharan Africa,Guinea,2010,25-64,female,9.50%
Sub-Saharan Africa,Guinea,2010,25-64,male,39.05%
Sub-Saharan Africa,Guinea,2010,25-64,total,24.26%
Sub-Saharan Africa,Guinea,2010,65+,female,2.32%
Sub-Saharan Africa,Guinea,2010,65+,male,15.46%
Sub-Saharan Africa,Guinea,2010,65+,total,8.55%
Sub-Saharan Africa,Guinea,2014,15+,female,21.96%
Sub-Saharan Africa,Guinea,2014,15+,male,43.64%
Sub-Saharan Africa,Guinea,2014,15+,total,32.00%
Sub-Saharan Africa,Guinea,2014,15-24,female,37.21%
Sub-Saharan Africa,Guinea,2014,15-24,male,56.97%
Sub-Saharan Africa,Guinea,2014,15-24,total,46.30%
Sub-Saharan Africa,Guinea,2014,25-64,female,14.79%
Sub-Saharan Africa,Guinea,2014,25-64,male,38.61%
Sub-Saharan Africa,Guinea,2014,25-64,total,25.75%
Sub-Saharan Africa,Guinea,2014,65+,female,4.33%
Sub-Saharan Africa,Guinea,2014,65+,male,21.58%
Sub-Saharan Africa,Guinea,2014,65+,total,13.11%
Sub-Saharan Africa,Guinea-Bissau,2014,15+,female,30.77%
Sub-Saharan Africa,Guinea-Bissau,2014,15+,male,62.16%
Sub-Saharan Africa,Guinea-Bissau,2014,15+,total,45.58%
Sub-Saharan Africa,Guinea-Bissau,2014,15-24,female,49.76%
Sub-Saharan Africa,Guinea-Bissau,2014,15-24,male,71.25%
Sub-Saharan Africa,Guinea-Bissau,2014,15-24,total,60.40%
Sub-Saharan Africa,Guinea-Bissau,2014,25-64,female,23.01%
Sub-Saharan Africa,Guinea-Bissau,2014,25-64,male,58.89%
Sub-Saharan Africa,Guinea-Bissau,2014,25-64,total,39.43%
Sub-Saharan Africa,Guinea-Bissau,2014,65+,female,2.87%
Sub-Saharan Africa,Guinea-Bissau,2014,65+,male,37.68%
Sub-Saharan Africa,Guinea-Bissau,2014,65+,total,19.46%
Sub-Saharan Africa,Kenya,2014,15+,female,74.01%
Sub-Saharan Africa,Kenya,2014,15+,male,83.78%
Sub-Saharan Africa,Kenya,2014,15+,total,78.73%
Sub-Saharan Africa,Kenya,2014,15-24,female,86.14%
Sub-Saharan Africa,Kenya,2014,15-24,male,86.94%
Sub-Saharan Africa,Kenya,2014,15-24,total,86.53%
Sub-Saharan Africa,Kenya,2014,25-64,female,71.89%
Sub-Saharan Africa,Kenya,2014,25-64,male,83.05%
Sub-Saharan Africa,Kenya,2014,25-64,total,77.31%
Sub-Saharan Africa,Kenya,2014,65+,female,36.92%
Sub-Saharan Africa,Kenya,2014,65+,male,74.62%
Sub-Saharan Africa,Kenya,2014,65+,total,54.04%
Sub-Saharan Africa,Kenya,2018,15+,female,78.19%
Sub-Saharan Africa,Kenya,2018,15+,male,84.99%
Sub-Saharan Africa,Kenya,2018,15+,total,81.53%
Sub-Saharan Africa,Kenya,2018,15-24,female,88.08%
Sub-Saharan Africa,Kenya,2018,15-24,male,87.59%
Sub-Saharan Africa,Kenya,2018,15-24,total,87.83%
Sub-Saharan Africa,Kenya,2018,25-64,female,75.28%
Sub-Saharan Africa,Kenya,2018,25-64,male,83.98%
Sub-Saharan Africa,Kenya,2018,25-64,total,79.56%
Sub-Saharan Africa,Kenya,2018,65+,female,43.70%
Sub-Saharan Africa,Kenya,2018,65+,male,76.42%
Sub-Saharan Africa,Kenya,2018,65+,total,57.42%
Sub-Saharan Africa,Lesotho,2014,15+,female,84.93%
Sub-Saharan Africa,Lesotho,2014,15+,male,67.75%
Sub-Saharan Africa,Lesotho,2014,15+,total,76.64%
Sub-Saharan Africa,Lesotho,2014,15-24,female,93.97%
Sub-Saharan Africa,Lesotho,2014,15-24,male,79.61%
Sub-Saharan Africa,Lesotho,2014,15-24,total,86.63%
Sub-Saharan Africa,Lesotho,2014,25-64,female,85.46%
Sub-Saharan Africa,Lesotho,2014,25-64,male,65.06%
Sub-Saharan Africa,Lesotho,2014,25-64,total,75.53%
Sub-Saharan Africa,Lesotho,2014,65+,female,60.24%
Sub-Saharan Africa,Lesotho,2014,65+,male,36.60%
Sub-Saharan Africa,Lesotho,2014,65+,total,51.44%
Sub-Saharan Africa,Liberia,2017,15+,female,34.09%
Sub-Saharan Africa,Liberia,2017,15+,male,62.70%
Sub-Saharan Africa,Liberia,2017,15+,total,48.30%
Sub-Saharan Africa,Liberia,2017,15-24,female,45.64%
Sub-Saharan Africa,Liberia,2017,15-24,male,64.96%
Sub-Saharan Africa,Liberia,2017,15-24,total,55.40%
Sub-Saharan Africa,Liberia,2017,25-64,female,30.07%
Sub-Saharan Africa,Liberia,2017,25-64,male,61.92%
Sub-Saharan Africa,Liberia,2017,25-64,total,45.89%
Sub-Saharan Africa,Liberia,2017,65+,female,12.33%
Sub-Saharan Africa,Liberia,2017,65+,male,56.85%
Sub-Saharan Africa,Liberia,2017,65+,total,32.22%
Sub-Saharan Africa,Madagascar,2012,15+,female,68.28%
Sub-Saharan Africa,Madagascar,2012,15+,male,75.03%
Sub-Saharan Africa,Madagascar,2012,15+,total,71.57%
Sub-Saharan Africa,Madagascar,2012,15-24,female,75.30%
Sub-Saharan Africa,Madagascar,2012,15-24,male,78.41%
Sub-Saharan Africa,Madagascar,2012,15-24,total,76.83%
Sub-Saharan Africa,Madagascar,2012,25-64,female,67.58%
Sub-Saharan Africa,Madagascar,2012,25-64,male,74.68%
Sub-Saharan Africa,Madagascar,2012,25-64,total,71.03%
Sub-Saharan Africa,Madagascar,2012,65+,female,38.00%
Sub-Saharan Africa,Madagascar,2012,65+,male,60.85%
Sub-Saharan Africa,Madagascar,2012,65+,total,49.37%
Sub-Saharan Africa,Madagascar,2018,15+,female,72.38%
Sub-Saharan Africa,Madagascar,2018,15+,male,77.28%
Sub-Saharan Africa,Madagascar,2018,15+,total,74.80%
Sub-Saharan Africa,Madagascar,2018,15-24,female,80.68%
Sub-Saharan Africa,Madagascar,2018,15-24,male,81.72%
Sub-Saharan Africa,Madagascar,2018,15-24,total,81.20%
Sub-Saharan Africa,Madagascar,2018,25-64,female,69.72%
Sub-Saharan Africa,Madagascar,2018,25-64,male,75.43%
Sub-Saharan Africa,Madagascar,2018,25-64,total,72.55%
Sub-Saharan Africa,Madagascar,2018,65+,female,49.24%
Sub-Saharan Africa,Madagascar,2018,65+,male,67.66%
Sub-Saharan Africa,Madagascar,2018,65+,total,57.68%
Sub-Saharan Africa,Malawi,2010,15+,female,51.25%
Sub-Saharan Africa,Malawi,2010,15+,male,72.10%
Sub-Saharan Africa,Malawi,2010,15+,total,61.31%
Sub-Saharan Africa,Malawi,2010,15-24,female,69.98%
Sub-Saharan Africa,Malawi,2010,15-24,male,74.27%
Sub-Saharan Africa,Malawi,2010,15-24,total,72.14%
Sub-Saharan Africa,Malawi,2010,25-64,female,46.23%
Sub-Saharan Africa,Malawi,2010,25-64,male,71.41%
Sub-Saharan Africa,Malawi,2010,25-64,total,58.30%
Sub-Saharan Africa,Malawi,2010,65+,female,12.72%
Sub-Saharan Africa,Malawi,2010,65+,male,66.05%
Sub-Saharan Africa,Malawi,2010,65+,total,34.63%
Sub-Saharan Africa,Malawi,2014,15+,female,55.13%
Sub-Saharan Africa,Malawi,2014,15+,male,75.98%
Sub-Saharan Africa,Malawi,2014,15+,total,65.15%
Sub-Saharan Africa,Malawi,2014,15-24,female,73.33%
Sub-Saharan Africa,Malawi,2014,15-24,male,78.78%
Sub-Saharan Africa,Malawi,2014,15-24,total,76.08%
Sub-Saharan Africa,Malawi,2014,25-64,female,50.98%
